date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:02:03	30071/30071	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jul%202022%2005:00:35%20GMT	https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/53734573_2180173172028757_4740622701884866560_n/	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/42nd-adfiap-annual-meeting/53734573_2180173172028757_4740622701884866560_n/index.html	(from https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/)
13:02:03	15289/15289	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Oct%202021%2011:16:48%20GMT	https://www.adfiap.org/44th/wp-content/uploads/2021/10/54230584_2180198398692901_5657033671899611136_n-300x200.jpg	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/uploads/2021/10/54230584_2180198398692901_5657033671899611136_n-300x200.jpg	(from https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/)
13:02:03	30071/30071	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jul%202022%2005:00:35%20GMT	https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/54239177_2180111662034908_7532778157875658752_n/	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/42nd-adfiap-annual-meeting/54239177_2180111662034908_7532778157875658752_n/index.html	(from https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/)
13:02:04	16024/16024	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Oct%202021%2011:17:32%20GMT	https://www.adfiap.org/44th/wp-content/uploads/2021/10/54433766_2180188642027210_5684171375514746880_n-300x200.jpg	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/uploads/2021/10/54433766_2180188642027210_5684171375514746880_n-300x200.jpg	(from https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/)
13:02:04	30071/30071	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jul%202022%2005:00:35%20GMT	https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/54518516_2180204098692331_2114339763333890048_n/	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/42nd-adfiap-annual-meeting/54518516_2180204098692331_2114339763333890048_n/index.html	(from https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/)
13:02:04	16115/16115	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Oct%202021%2011:16:42%20GMT	https://www.adfiap.org/44th/wp-content/uploads/2021/10/54220480_2180203485359059_4462374753147027456_n-300x200.jpg	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/uploads/2021/10/54220480_2180203485359059_4462374753147027456_n-300x200.jpg	(from https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/)
13:02:04	30071/30071	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jul%202022%2005:00:36%20GMT	https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/53865575_2180170755362332_1190458359132717056_n/	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/42nd-adfiap-annual-meeting/53865575_2180170755362332_1190458359132717056_n/index.html	(from https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/)
13:02:05	14637/14637	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Oct%202021%2011:16:27%20GMT	https://www.adfiap.org/44th/wp-content/uploads/2021/10/54006218_2180191808693560_6083590204327723008_n-300x200.jpg	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/uploads/2021/10/54006218_2180191808693560_6083590204327723008_n-300x200.jpg	(from https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/)
13:02:05	15796/15796	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Oct%202021%2011:16:44%20GMT	https://www.adfiap.org/44th/wp-content/uploads/2021/10/54222386_2180199318692809_1139166846071603200_n-300x200.jpg	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/uploads/2021/10/54222386_2180199318692809_1139166846071603200_n-300x200.jpg	(from https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/)
13:02:05	15820/15820	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Oct%202021%2011:17:24%20GMT	https://www.adfiap.org/44th/wp-content/uploads/2021/10/54420998_2180197352026339_1967099496923922432_n-300x200.jpg	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/uploads/2021/10/54420998_2180197352026339_1967099496923922432_n-300x200.jpg	(from https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/)
13:02:05	30071/30071	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jul%202022%2005:00:37%20GMT	https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/53100514_2180205998692141_4445102640950411264_n/	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/42nd-adfiap-annual-meeting/53100514_2180205998692141_4445102640950411264_n/index.html	(from https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/)
13:02:05	13104/13104	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Oct%202021%2011:17:06%20GMT	https://www.adfiap.org/44th/wp-content/uploads/2021/10/54257645_2180186922027382_3409528456143175680_n-300x200.jpg	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/uploads/2021/10/54257645_2180186922027382_3409528456143175680_n-300x200.jpg	(from https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/)
13:02:05	30071/30071	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jul%202022%2005:00:37%20GMT	https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/54192519_2180112015368206_4221602936687427584_n/	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/42nd-adfiap-annual-meeting/54192519_2180112015368206_4221602936687427584_n/index.html	(from https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/)
13:02:06	15652/15652	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Oct%202021%2011:16:24%20GMT	https://www.adfiap.org/44th/wp-content/uploads/2021/10/53968581_2180183888694352_688481865979396096_n-300x200.jpg	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/uploads/2021/10/53968581_2180183888694352_688481865979396096_n-300x200.jpg	(from https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/)
13:02:06	30071/30071	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jul%202022%2005:00:37%20GMT	https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/54277997_2180173738695367_5787178671391375360_n/	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/42nd-adfiap-annual-meeting/54277997_2180173738695367_5787178671391375360_n/index.html	(from https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/)
13:02:06	30071/30071	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jul%202022%2005:00:38%20GMT	https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/53866447_2180189002027174_1312773749207990272_n/	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/42nd-adfiap-annual-meeting/53866447_2180189002027174_1312773749207990272_n/index.html	(from https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/)
13:02:06	30071/30071	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jul%202022%2005:00:38%20GMT	https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/54258028_2180206562025418_1413497505462616064_n/	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/42nd-adfiap-annual-meeting/54258028_2180206562025418_1413497505462616064_n/index.html	(from https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/)
13:02:07	30071/30071	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jul%202022%2005:00:38%20GMT	https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/54255546_2180203858692355_4490230407790329856_n/	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/42nd-adfiap-annual-meeting/54255546_2180203858692355_4490230407790329856_n/index.html	(from https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/)
13:02:07	11171/11171	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Oct%202021%2011:15:59%20GMT	https://www.adfiap.org/44th/wp-content/uploads/2021/10/53839899_2180169635362444_5693744496840278016_n-300x200.jpg	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/uploads/2021/10/53839899_2180169635362444_5693744496840278016_n-300x200.jpg	(from https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/)
13:02:07	30071/30071	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jul%202022%2005:00:38%20GMT	https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/54169433_2180188215360586_1571221284530946048_n/	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/42nd-adfiap-annual-meeting/54169433_2180188215360586_1571221284530946048_n/index.html	(from https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/)
13:02:07	16120/16120	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Oct%202021%2011:16:20%20GMT	https://www.adfiap.org/44th/wp-content/uploads/2021/10/53930286_2180202475359160_354495261898178560_n-300x200.jpg	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/uploads/2021/10/53930286_2180202475359160_354495261898178560_n-300x200.jpg	(from https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/)
13:02:07	30071/30071	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jul%202022%2005:00:39%20GMT	https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/54225917_2180172485362159_9205382957177503744_n/	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/42nd-adfiap-annual-meeting/54225917_2180172485362159_9205382957177503744_n/index.html	(from https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/)
13:02:07	13694/13694	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Oct%202021%2011:15:50%20GMT	https://www.adfiap.org/44th/wp-content/uploads/2021/10/53832724_2180187535360654_8867053346591080448_n-300x200.jpg	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/uploads/2021/10/53832724_2180187535360654_8867053346591080448_n-300x200.jpg	(from https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/)
13:02:07	30071/30071	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jul%202022%2005:00:39%20GMT	https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/54217255_2180172788695462_8030202986422599680_n/	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/42nd-adfiap-annual-meeting/54217255_2180172788695462_8030202986422599680_n/index.html	(from https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/)
13:02:07	11829/11829	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Oct%202021%2011:15:40%20GMT	https://www.adfiap.org/44th/wp-content/uploads/2021/10/53799377_2180169872029087_4928242416860790784_n-300x200.jpg	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/uploads/2021/10/53799377_2180169872029087_4928242416860790784_n-300x200.jpg	(from https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/)
13:02:08	16837/16837	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Oct%202021%2011:15:36%20GMT	https://www.adfiap.org/44th/wp-content/uploads/2021/10/53790501_2180173945362013_343110845489741824_n-300x200.jpg	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/uploads/2021/10/53790501_2180173945362013_343110845489741824_n-300x200.jpg	(from https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/)
13:02:08	17423/17423	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Oct%202021%2011:15:44%20GMT	https://www.adfiap.org/44th/wp-content/uploads/2021/10/53817055_2180171408695600_4777732391848378368_n-300x200.jpg	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/uploads/2021/10/53817055_2180171408695600_4777732391848378368_n-300x200.jpg	(from https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/)
13:02:08	14887/14887	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Oct%202021%2011:15:54%20GMT	https://www.adfiap.org/44th/wp-content/uploads/2021/10/53833959_2180192275360180_4851701985067401216_n-300x200.jpg	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/uploads/2021/10/53833959_2180192275360180_4851701985067401216_n-300x200.jpg	(from https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/)
13:02:08	20005/20005	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Oct%202021%2011:15:07%20GMT	https://www.adfiap.org/44th/wp-content/uploads/2021/10/53678718_2180112265368181_7443566799464955904_n-300x200.jpg	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/uploads/2021/10/53678718_2180112265368181_7443566799464955904_n-300x200.jpg	(from https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/)
13:02:08	30071/30071	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jul%202022%2005:00:40%20GMT	https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/54236951_2180173555362052_6381852820924006400_n/	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/42nd-adfiap-annual-meeting/54236951_2180173555362052_6381852820924006400_n/index.html	(from https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/)
13:02:08	30071/30071	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jul%202022%2005:00:40%20GMT	https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/54433023_2180186665360741_8279196826280656896_n/	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/42nd-adfiap-annual-meeting/54433023_2180186665360741_8279196826280656896_n/index.html	(from https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/)
13:02:08	11110/11110	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Oct%202021%2011:15:24%20GMT	https://www.adfiap.org/44th/wp-content/uploads/2021/10/53761038_2180170705362337_441870397235789824_n-300x200.jpg	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/uploads/2021/10/53761038_2180170705362337_441870397235789824_n-300x200.jpg	(from https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/)
13:02:09	16175/16175	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Oct%202021%2011:16:15%20GMT	https://www.adfiap.org/44th/wp-content/uploads/2021/10/53891078_2180172402028834_825051333387091968_n-300x200.jpg	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/uploads/2021/10/53891078_2180172402028834_825051333387091968_n-300x200.jpg	(from https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/)
13:02:09	16165/16165	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Oct%202021%2011:15:32%20GMT	https://www.adfiap.org/44th/wp-content/uploads/2021/10/53781161_2180204778692263_1067661528993366016_n-300x200.jpg	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/uploads/2021/10/53781161_2180204778692263_1067661528993366016_n-300x200.jpg	(from https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/)
13:02:09	29824/29824	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jul%202022%2005:00:41%20GMT	https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/53781859_2180111532034921_1127464589198360576_n/	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/42nd-adfiap-annual-meeting/53781859_2180111532034921_1127464589198360576_n/index.html	(from https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/)
13:02:09	16744/16744	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Oct%202021%2011:15:12%20GMT	https://www.adfiap.org/44th/wp-content/uploads/2021/10/53732567_2180169938695747_304357183779241984_n-300x200.jpg	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/uploads/2021/10/53732567_2180169938695747_304357183779241984_n-300x200.jpg	(from https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/)
13:02:09	15430/15430	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Oct%202021%2011:15:26%20GMT	https://www.adfiap.org/44th/wp-content/uploads/2021/10/53766591_2180205412025533_7474468101317197824_n-300x200.jpg	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/uploads/2021/10/53766591_2180205412025533_7474468101317197824_n-300x200.jpg	(from https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/)
13:02:09	12924/12924	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Oct%202021%2011:15:28%20GMT	https://www.adfiap.org/44th/wp-content/uploads/2021/10/53778679_2180169745362433_8659618314663755776_n-300x200.jpg	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/uploads/2021/10/53778679_2180169745362433_8659618314663755776_n-300x200.jpg	(from https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/)
13:02:10	11631/11631	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Oct%202021%2011:15:30%20GMT	https://www.adfiap.org/44th/wp-content/uploads/2021/10/53781150_2180169305362477_4752077057540751360_n-300x200.jpg	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/uploads/2021/10/53781150_2180169305362477_4752077057540751360_n-300x200.jpg	(from https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/)
13:02:10	11601/11601	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Oct%202021%2011:15:10%20GMT	https://www.adfiap.org/44th/wp-content/uploads/2021/10/53708077_2180169575362450_2445159670847897600_n-300x200.jpg	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/uploads/2021/10/53708077_2180169575362450_2445159670847897600_n-300x200.jpg	(from https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/)
13:02:10	30071/30071	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jul%202022%2005:00:42%20GMT	https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/54257706_2180170415362366_3001373569360855040_n/	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/42nd-adfiap-annual-meeting/54257706_2180170415362366_3001373569360855040_n/index.html	(from https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/)
13:02:11	17569/17569	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Oct%202021%2011:15:18%20GMT	https://www.adfiap.org/44th/wp-content/uploads/2021/10/53739876_2180172175362190_4050333646811299840_n-300x200.jpg	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/uploads/2021/10/53739876_2180172175362190_4050333646811299840_n-300x200.jpg	(from https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/)
13:02:11	16758/16758	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Oct%202021%2011:15:38%20GMT	https://www.adfiap.org/44th/wp-content/uploads/2021/10/53792497_2180171265362281_5340990496288276480_n-300x200.jpg	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/uploads/2021/10/53792497_2180171265362281_5340990496288276480_n-300x200.jpg	(from https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/)
13:02:11	30071/30071	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jul%202022%2005:00:43%20GMT	https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/54257807_2180205902025484_7693463995499413504_n/	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/42nd-adfiap-annual-meeting/54257807_2180205902025484_7693463995499413504_n/index.html	(from https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/)
13:02:11	16115/16115	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Oct%202021%2011:14:58%20GMT	https://www.adfiap.org/44th/wp-content/uploads/2021/10/53602140_2180204652025609_8356232540817719296_n-300x200.jpg	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/uploads/2021/10/53602140_2180204652025609_8356232540817719296_n-300x200.jpg	(from https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/)
13:02:11	16246/16246	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Oct%202021%2011:14:56%20GMT	https://www.adfiap.org/44th/wp-content/uploads/2021/10/53600205_2180205768692164_3283416168949350400_n-300x200.jpg	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/uploads/2021/10/53600205_2180205768692164_3283416168949350400_n-300x200.jpg	(from https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/)
13:02:11	29621/29621	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jul%202022%2005:00:43%20GMT	https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/attachment/2294/	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/42nd-adfiap-annual-meeting/attachment/2294/index.html	(from https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/)
13:02:11	15614/15614	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Oct%202021%2011:14:38%20GMT	https://www.adfiap.org/44th/wp-content/uploads/2021/10/53195391_2180173282028746_4716347014151929856_n-300x200.jpg	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/uploads/2021/10/53195391_2180173282028746_4716347014151929856_n-300x200.jpg	(from https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/)
13:02:12	30071/30071	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jul%202022%2005:00:43%20GMT	https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/54432674_2180192765360131_5434885963211866112_n/	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/42nd-adfiap-annual-meeting/54432674_2180192765360131_5434885963211866112_n/index.html	(from https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/)
13:02:12	16240/16240	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Oct%202021%2011:14:53%20GMT	https://www.adfiap.org/44th/wp-content/uploads/2021/10/53507837_2180206738692067_4528930146186428416_n-300x200.jpg	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/uploads/2021/10/53507837_2180206738692067_4528930146186428416_n-300x200.jpg	(from https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/)
13:02:12	16882/16882	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Oct%202021%2011:14:40%20GMT	https://www.adfiap.org/44th/wp-content/uploads/2021/10/53212902_2180181132027961_4378275385071108096_n-300x200.jpg	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/uploads/2021/10/53212902_2180181132027961_4378275385071108096_n-300x200.jpg	(from https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/)
13:02:12	21688/21688	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Oct%202021%2011:14:48%20GMT	https://www.adfiap.org/44th/wp-content/uploads/2021/10/53500022_2180111788701562_163690321866129408_n-300x200.jpg	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/uploads/2021/10/53500022_2180111788701562_163690321866129408_n-300x200.jpg	(from https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/)
13:02:12	30071/30071	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jul%202022%2005:00:44%20GMT	https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/54254927_2180203085359099_3196891402776608768_n/	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/42nd-adfiap-annual-meeting/54254927_2180203085359099_3196891402776608768_n/index.html	(from https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/)
13:02:12	15403/15403	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Oct%202021%2011:14:35%20GMT	https://www.adfiap.org/44th/wp-content/uploads/2021/10/53160342_2180172692028805_8175453686542106624_n-300x200.jpg	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/uploads/2021/10/53160342_2180172692028805_8175453686542106624_n-300x200.jpg	(from https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/)
13:02:13	15292/15292	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Oct%202021%2011:14:46%20GMT	https://www.adfiap.org/44th/wp-content/uploads/2021/10/53323377_2180204195358988_8630092690836422656_n-300x200.jpg	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/uploads/2021/10/53323377_2180204195358988_8630092690836422656_n-300x200.jpg	(from https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/)
13:02:13	15967/15967	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Oct%202021%2011:16:09%20GMT	https://www.adfiap.org/44th/wp-content/uploads/2021/10/53875451_2180184255360982_4106908141445185536_n-300x200.jpg	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/uploads/2021/10/53875451_2180184255360982_4106908141445185536_n-300x200.jpg	(from https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/)
13:02:13	30071/30071	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jul%202022%2005:00:45%20GMT	https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/54433589_2180186698694071_3618684545890516992_n/	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/42nd-adfiap-annual-meeting/54433589_2180186698694071_3618684545890516992_n/index.html	(from https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/)
13:02:13	30071/30071	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jul%202022%2005:00:45%20GMT	https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/54268071_2180196538693087_1025697198840479744_n/	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/42nd-adfiap-annual-meeting/54268071_2180196538693087_1025697198840479744_n/index.html	(from https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/)
13:02:13	16026/16026	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Oct%202021%2011:16:11%20GMT	https://www.adfiap.org/44th/wp-content/uploads/2021/10/53878715_2180181782027896_1143741054961319936_n-300x200.jpg	C:/My%20Web%20Sites/Annual%20Meeting%2044th/www.adfiap.org/44th/wp-content/uploads/2021/10/53878715_2180181782027896_1143741054961319936_n-300x200.jpg	(from https://www.adfiap.org/44th/42nd-adfiap-annual-meeting/)
